timestamp,img_path,img,img_id,img_label
2015-9-06,/static/roistore/SPC2/16684/1668476/SPC2-1441563776-028278-003-2580-932-120-192,SPC2-1441563776-028278-003-2580-932-120-192.jpg,79137399,[]
2015-9-06,/static/roistore/SPC2/16684/1668475/SPC2-1441562815-022511-000-1900-2392-128-48,SPC2-1441562815-022511-000-1900-2392-128-48.jpg,79135445,[]
2015-9-06,/static/roistore/SPC2/16684/1668475/SPC2-1441562679-021695-001-1720-1800-56-128,SPC2-1441562679-021695-001-1720-1800-56-128.jpg,79135156,[u'Copepod']
2015-9-06,/static/roistore/SPC2/16684/1668475/SPC2-1441562601-021228-001-2316-2508-120-152,SPC2-1441562601-021228-001-2316-2508-120-152.jpg,79135087,[]
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251395-010227-008-1264-348-72-144,SPC2-1446251395-010227-008-1264-348-72-144.jpg,89489020,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251388-010185-001-276-1688-72-168,SPC2-1446251388-010185-001-276-1688-72-168.jpg,89488264,[]
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251377-010118-001-1364-1312-152-256,SPC2-1446251377-010118-001-1364-1312-152-256.jpg,89488503,[]
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251377-010116-000-172-1832-64-136,SPC2-1446251377-010116-000-172-1832-64-136.jpg,89488427,[]
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251356-009995-001-1892-2500-88-192,SPC2-1446251356-009995-001-1892-2500-88-192.jpg,89488258,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251348-009943-004-504-408-104-64,SPC2-1446251348-009943-004-504-408-104-64.jpg,89488654,[]
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251335-009865-002-432-2104-120-96,SPC2-1446251335-009865-002-432-2104-120-96.jpg,89488300,[]
2015-10-30,/static/roistore/SPC2/16739/1673902/SPC2-1446251330-009835-004-476-936-80-96,SPC2-1446251330-009835-004-476-936-80-96.jpg,89488350,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251327-009820-003-1256-1192-104-104,SPC2-1446251327-009820-003-1256-1192-104-104.jpg,89488176,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251321-009784-004-904-164-128-72,SPC2-1446251321-009784-004-904-164-128-72.jpg,89488048,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251318-009764-005-2060-748-136-96,SPC2-1446251318-009764-005-2060-748-136-96.jpg,89488392,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251316-009751-002-1064-1500-136-112,SPC2-1446251316-009751-002-1064-1500-136-112.jpg,89488127,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251315-009744-002-1804-1360-160-88,SPC2-1446251315-009744-002-1804-1360-160-88.jpg,89488092,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251313-009732-000-760-2168-64-128,SPC2-1446251313-009732-000-760-2168-64-128.jpg,89488316,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251311-009725-000-1600-2032-112-88,SPC2-1446251311-009725-000-1600-2032-112-88.jpg,89487952,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251306-009693-002-1036-1008-104-112,SPC2-1446251306-009693-002-1036-1008-104-112.jpg,89488125,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251294-009618-003-1524-828-88-80,SPC2-1446251294-009618-003-1524-828-88-80.jpg,89488210,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251287-009577-001-2104-512-128-120,SPC2-1446251287-009577-001-2104-512-128-120.jpg,89487916,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251280-009534-001-1508-828-88-64,SPC2-1446251280-009534-001-1508-828-88-64.jpg,89488037,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251274-009499-003-476-456-208-224,SPC2-1446251274-009499-003-476-456-208-224.jpg,89488276,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251270-009479-001-1828-1096-104-80,SPC2-1446251270-009479-001-1828-1096-104-80.jpg,89488011,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251225-009205-001-968-140-96-88,SPC2-1446251225-009205-001-968-140-96-88.jpg,89487722,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251220-009178-001-1956-1644-192-160,SPC2-1446251220-009178-001-1956-1644-192-160.jpg,89487988,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251184-008962-002-1484-504-96-160,SPC2-1446251184-008962-002-1484-504-96-160.jpg,89487693,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251155-008789-006-744-180-200-80,SPC2-1446251155-008789-006-744-180-200-80.jpg,89487690,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251140-008698-002-2156-1748-88-64,SPC2-1446251140-008698-002-2156-1748-88-64.jpg,89487617,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251139-008689-005-2004-920-88-160,SPC2-1446251139-008689-005-2004-920-88-160.jpg,89487520,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251139-008690-003-2012-1480-168-80,SPC2-1446251139-008690-003-2012-1480-168-80.jpg,89487566,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251139-008691-001-2560-2092-88-136,SPC2-1446251139-008691-001-2560-2092-88-136.jpg,89487589,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251139-008690-000-784-2528-160-72,SPC2-1446251139-008690-000-784-2528-160-72.jpg,89487487,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251139-008688-003-1948-888-112-120,SPC2-1446251139-008688-003-1948-888-112-120.jpg,89487600,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251106-008492-002-1620-864-104-160,SPC2-1446251106-008492-002-1620-864-104-160.jpg,89487573,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251093-008416-002-1576-1400-104-40,SPC2-1446251093-008416-002-1576-1400-104-40.jpg,89487590,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251084-008361-000-940-2472-200-120,SPC2-1446251084-008361-000-940-2472-200-120.jpg,89487315,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251071-008285-000-1572-2424-168-216,SPC2-1446251071-008285-000-1572-2424-168-216.jpg,89487090,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251066-008251-000-1004-2476-144-96,SPC2-1446251066-008251-000-1004-2476-144-96.jpg,89487235,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251064-008240-000-1232-2472-128-96,SPC2-1446251064-008240-000-1232-2472-128-96.jpg,89487224,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251063-008234-001-1124-1848-96-104,SPC2-1446251063-008234-001-1124-1848-96-104.jpg,89487325,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251052-008166-003-1268-1240-80-136,SPC2-1446251052-008166-003-1268-1240-80-136.jpg,89487162,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251048-008144-001-2532-1440-88-56,SPC2-1446251048-008144-001-2532-1440-88-56.jpg,89487303,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251045-008126-000-996-2356-184-224,SPC2-1446251045-008126-000-996-2356-184-224.jpg,89487238,[u'Copepod']
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251044-008120-001-1352-1760-160-120,SPC2-1446251044-008120-001-1352-1760-160-120.jpg,89487334,[]
2015-10-30,/static/roistore/SPC2/16739/1673901/SPC2-1446251044-008123-002-448-1288-144-120,SPC2-1446251044-008123-002-448-1288-144-120.jpg,89487230,[]
